project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
"Guizhou United Iron and Steel (Group) Co., Ltd.",贵州联合钢铁集团,"Zunyi Fuxin Special Steel Equipment Manufacturing Co., Ltd. 33.33%, Qianxinan Prefecture Juxin Industry and Trade Corporation 33.33%, Guiyang Changle Iron and Steel Co., Ltd. 33.33%","Zunyi Fuxin Special Steel Equipment Manufacturing Co., Ltd. 33.33%, Qianxinan Prefecture Juxin Industry and Trade Corporation 33.33%, Guiyang Changle Iron and Steel Co., Ltd. 33.33%",private,Guizhou,China,Eastern Asia,operating,3335,unknown,electric,EAF,"https://www.gem.wiki/Guizhou_United_Iron_and_Steel_(Group)_Co.,_Ltd._plant",27.591691,106.814024
"Guizhou Ganglian Industrial Group Co., Ltd.",贵州钢联实业集团有限公司,"Guizhou Ganglian Industrial Group Co., Ltd. 100%: Chen Jianbo 33.5%, Lin Honggen 33.5%, Wu Fulin 33%","Guizhou Ganglian Industrial Group Co., Ltd. 100%: Chen Jianbo 33.5%, Lin Honggen 33.5%, Wu Fulin 33%",private,Guizhou,China,Eastern Asia,operating,2070,unknown,electric,EAF,"https://www.gem.wiki/Guizhou_Ganglian_Industrial_Group_Co.,_Ltd._steel_plant",27.615147,106.949926
"Xinxing Ductile Iron Pipes Co., Ltd. Wu'an headquarters",新兴铸管股份有限公司 (武安本部),"Xinxing Cathay Group Co., Ltd. 39.96%, China Chengtong Holding Investment Co., Ltd. 2.09%, Hong Kong Securities Clearing Company Limited 1.58%, other A-shares 56.37%","Xinxing Cathay Group Co., Ltd. 39.96%, Beijing Chengtong Financial Holding Investment Co., Ltd. 2.09%, Hong Kong Securities Clearing Company Limited 1.58%, other A-shares 56.37%",mixture,Hebei,China,Eastern Asia,operating,5000,994.12,integrated_BF,"BF, BOF","https://www.gem.wiki/Xinxing_Ductile_Iron_Pipes_Co.,_Ltd._Wu%27an_headquarters",36.621504,114.128189
"Qian'an Zhayi Steel Group Co., Ltd.",迁安轧—钢铁集团有限公司,"Tianjin Bohai State-owned Capital Investment Co., Ltd","Tianjin Metallurgical No.1 Steel Group Co., Ltd. 100%",state-owned,Hebei,China,Eastern Asia,closed,3100,3200,integrated_BF,"BF, BOF","https://www.gem.wiki/Qian%27an_Zhayi_Steel_Group_Co.,_Ltd._plant",40.044026,118.552001
"Tangshan Iron and Steel Group Co., Ltd.",唐山钢铁集团有限公司,"Hesteel Group Company Limited 92.99%, China Baowu Steel Group Corp., Ltd. 6.9%, Zhoushan Caijin Investment Holdings Co., Ltd. 0.11%","Hesteel Group Company Limited 92.99%, Hwabao Trust Co., Ltd. 7.01%",state-owned,Hebei,China,Eastern Asia,closed,18000,18000,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Iron_and_Steel_Group_Co.,_Ltd._plant",39.648587,118.212487
"Hesteel Group Handan Iron and Steel Co., Ltd.",河钢集团邯郸钢铁集团有限公司,"Hesteel Group Co., Ltd. 100%","Hesteel Group Co., Ltd. 100%",state-owned,Hebei,China,Eastern Asia,operating,13000,10085.1,integrated_BF,"BF, BOF","https://www.gem.wiki/Hesteel_Group_Handan_Iron_and_Steel_Co.,_Ltd._plant",36.601308,114.439889
"Shijiazhuang Steel Co., Ltd.",石家庄钢铁有限公司,"Hesteel Group Co., Ltd. 75%, Hegang International Holdings Co., Ltd. 25%","Hesteel Group Co., Ltd. 75%, Hegang International Holdings Co., Ltd. 25%",mixture,Hebei,China,Eastern Asia,closed,2600,1857,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Shijiazhuang_Iron_and_Steel_Co.,_Ltd._plant",38.060735,114.560358
"Xuanhua Iron and Steel Group Co., Ltd.",宣化钢铁集团有限公司,"Hesteel Group Co., Ltd. 100%","Hesteel Group Co., Ltd. 100%",state-owned,Hebei,China,Eastern Asia,operating,6000,6000,integrated_BF,"BF, BOF","https://www.gem.wiki/Xuanhua_Iron_and_Steel_Group_Co.,_Ltd._plant",40.589591,115.090889
"Chengde Iron and Steel Group Co., Ltd.",承德钢铁集团有限公司,"Hesteel Group Co., Ltd. 100%","Hesteel Group Co., Ltd. 100%",state-owned,Hebei,China,Eastern Asia,operating,8000,6840,integrated_BF,"BF, BOF","https://www.gem.wiki/Chengde_Iron_and_Steel_Group_Co.,_Ltd._plant",40.947707,117.719747
"Shougang Jingtang Iron & Steel United Co., Ltd.",首钢京唐钢铁联合有限公司,"Shougang Group Co., Ltd. 62.91%, China Baowu Steel Group Co., Ltd. 7.65%, Beijing Infrastructure Investment Co., Ltd. 11.51%, Beijing State-owned Capital Management Center 6.43%, others shareholders 11.5%","Beijing Shougang Co., Ltd. 51%, Beijing Shougang Steel Trade Investment Management Co., Ltd. 29.82%, Beijing Jingtou Investment Holdings Co., Ltd. 11.51%, Beijing Jinguorui State-owned Enterprise Reform and Development Fund (Limited Partnership) 7.67%",mixture,Hebei,China,Eastern Asia,operating,13700,13470,integrated_BF,"BF, BOF","https://www.gem.wiki/Shougang_Jingtang_Iron_%26_Steel_United_Co.,_Ltd._plant",38.953664,118.50339
"Shougang Qian'an Iron and Steel Co., Ltd.",首钢股份公司迁安钢铁公司,"Shougang Group Co., Ltd. 64.38%, China Baowu Steel Group Co., Ltd. 15%, other shareholders 20.62%","Beijing Shougang Co., Ltd. 100%",mixture,Hebei,China,Eastern Asia,operating,8000,7800,integrated_BF,"BF, BOF","https://www.gem.wiki/Shougang_Qian%27an_Iron_and_Steel_Co.,_Ltd._plant",39.976702,118.558788
"Tangshan Donghua Iron & Steel Enterprise Group Co., Ltd. plant",唐山东华钢铁企业集团有限公司,"Tangshan Donghua Iron & Steel Enterprise Group Co., Ltd. 100%: Wang Hong 60%, Huo Sheng 40%","Tangshan Donghua Iron & Steel Enterprise Group Co., Ltd. 100%: Wang Hong 60%, Huo Sheng 40%",private,Hebei,China,Eastern Asia,operating,5500,5500,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Donghua_Iron_%26_Steel_Enterprise_Group_Co.,_Ltd._plant",39.468366,118.256774
"Tangshan Ruifeng Iron and Steel (Group) Co., Ltd.",唐山瑞丰钢铁（集团）有限公司,"Tangshan Ruifeng Iron and Steel (Group) Co., Ltd. 100%: Fu Songyang 51%, Dong Ruiqin 49%","Tangshan Ruifeng Iron and Steel (Group) Co., Ltd. 100%: Fu Songyang 51%, Dong Ruiqin 49%",private,Hebei,China,Eastern Asia,operating,7000,3713.28,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Ruifeng_Iron_and_Steel_(Group)_Co.,_Ltd._plant",39.497472,118.272056
"Qian'an Jiujiang Wire Co., Ltd.",迁安市九江线材有限公司,"Tangshan Donghua Iron & Steel Enterprise Group Co., Ltd. 100%: Zhao Yuqiao 60%, He Junying 40%","Tangshan Donghua Iron & Steel Enterprise Group Co., Ltd. 100%: Zhao Yuqiao 60%, He Junying 40%",private,Hebei,China,Eastern Asia,operating,6440,5743.6,integrated_BF,"BF, BOF","https://www.gem.wiki/Qian%27an_Jiujiang_Wire_Co.,_Ltd._steel_plant",39.952209,118.559444
"Tangshan Yanshan Iron and Steel Co., Ltd.",唐山燕山钢铁有限公司,"Tangshan Yanshan Iron and Steel Co., Ltd. 100%: Wang Shuli 51%, Zhang Hai 34%, Cui Qingyuan 15%","Tangshan Yanshan Iron and Steel Co., Ltd. 100%: Wang Shuli 51%, Zhang Hai 34%, Cui Qingyuan 15%",private,Hebei,China,Eastern Asia,operating,10000,10000,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Yanshan_Iron_and_Steel_Co.,_Ltd._plant",39.925508,118.672756
"Tangshan Songting Iron & Steel Co., Ltd.",唐山松汀钢铁有限公司,"Tangshan Songting Iron & Steel Co., Ltd. 100%: Han Wenyou 90%, Ma Li 10%","Tangshan Songting Iron & Steel Co., Ltd. 100%: Han Wenyou 90%, Ma Li 10%",private,Hebei,China,Eastern Asia,operating,3000,3000,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Songting_Iron_%26_Steel_Co.,_Ltd._plant",39.938866,118.576678
"Hebei Puyang Iron and Steel Co., Ltd.",河北普阳钢铁有限公司,"Wu'an Xipeng Metallurgical Materials Trading Co., Ltd. 65%, Longxiang Group (Hong Kong) Limited 35%","Wu'an Xipeng Metallurgical Materials Trading Co., Ltd. 65%, Longxiang Group (Hong Kong) Limited 35%",private,Hebei,China,Eastern Asia,operating,1517,1370,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Puyang_Iron_and_Steel_Co.,_Ltd._plant",36.733675,113.925994
"Wu'an Yuhua Iron and Steel Co., Ltd.",武安市裕华钢铁有限公司,"Wu'an Yuhua Iron and Steel Co., Ltd. 100%: Wang Shuhua 88.1%, Wang Changtian 11.9%","Wu'an Yuhua Iron and Steel Co., Ltd. 100%: Wang Shuhua 88.1%, Wang Changtian 11.9%",private,Hebei,China,Eastern Asia,operating,6800,2642.84,integrated_BF,"BF, BOF","https://www.gem.wiki/Wu%27an_Yuhua_Iron_and_Steel_Co.,_Ltd._plant",36.731752,114.098377
"Hebei Wenfeng Iron and Steel Co., Ltd.",河北文丰钢铁有限公司,"Jinan Iron and Steel Group Co., Ltd. 100%: Wang Shuhua 80%, Zhao Xiaoxia 20%","Jinan Iron and Steel Group Co., Ltd. 100%: Wang Shuhua 80%, Zhao Xiaoxia 20%",private,Hebei,China,Eastern Asia,operating,3500,3500,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Wenfeng_Iron_and_Steel_Co.,_Ltd._plant",36.64577,114.124258
"Xingtai Iron & Steel Co., Ltd.",邢台钢铁有限责任公司,"China Special Steel Wire Group Co., Ltd. 100%","Xinggang Jingxian Holding Co., Ltd. 100%",private,Hebei,China,Eastern Asia,operating,3500,3150,integrated_BF,"BF, BOF","https://www.gem.wiki/Xingtai_Iron_%26_Steel_Co.,_Ltd._plant",37.041601,114.452352
"Hebei Jinxi Iron & Steel Group Co., Ltd.",河北津西钢铁集团股份有限公司,"Gold Genesis Development Limited 57.3%, First Glory Services Limited 38.06%, Good Lucky Enterprises Limited 2.41%, Tangshan Jinxi Development and Construction Co., Ltd. 2.01%, Tangshan Qianxi Valve Factory 0.22%","Gold Genesis Development Limited 57.3%, First Glory Services Limited 38.06%, Good Lucky Enterprises Limited 2.41%, Tangshan Jinxi Development and Construction Co., Ltd. 2.01%, Tangshan Qianxi Valve Factory 0.22%",private,Hebei,China,Eastern Asia,operating,3200,3400,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Jinxi_Iron_%26_Steel_Group_Co.,_Ltd._plant",40.209844,118.220547
"Tangshan Ganglu Iron and Steel Co., Ltd.",唐山港陆钢铁有限公司,"Guotao Limited (Hong Kong) 76.27%, Yushan (Beijing) Metallurgical Investment Co., Ltd. 18.73%, Zunhua Hengwei Real Estate Development Co., Ltd. 5%","Guotao Limited (Hong Kong) 76.27%, Yushan (Beijing) Metallurgical Investment Co., Ltd. 18.73%, Zunhua Hengwei Real Estate Development Co., Ltd. 5%",private,Hebei,China,Eastern Asia,operating,6038,1982.62,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Ganglu_Iron_and_Steel_Co.,_Ltd._plant",40.183913,118.073913
"Hebei Donghai Special Steel Co., Ltd.",河北东海特钢集团有限公司,"Hebei Donghai Special Steel Co., Ltd. 100%: Lin Guojing 99.76%, Lin Liangrong 0.24%","Hebei Donghai Special Steel Co., Ltd. 100%: Lin Guojing 99.76%, Lin Liangrong 0.24%",private,Hebei,China,Eastern Asia,operating,10000,10000,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Donghai_Special_Steel_Co.,_Ltd._plant",39.610605,118.474722
"Jingye Group Co., Ltd.",敬业集团有限公司,"Jingye Group Co., Ltd. 100%: Li Ganpo 89%, Ren Yonghua 11%","Jingye Group Co., Ltd. 100%: Li Ganpo 89%, Ren Yonghua 11%",private,Hebei,China,Eastern Asia,operating,12000,12000,integrated_BF,"BF, BOF","https://www.gem.wiki/Jingye_Group_Co.,_Ltd._steel_plant",38.391372,114.139998
"Delong Steel Co., Ltd.",德龙钢铁有限公司,British-Asia Pan Ruogen International Limited 100%,British-Asia Pan Ruogen International Limited 100%,private,Hebei,China,Eastern Asia,operating,3000,3000,integrated_BF,"BF, BOF","https://www.gem.wiki/Delong_Steel_Co.,_Ltd._plant",37.086116,114.384832
"Tangshan Delong Iron & Steel Co., Ltd.",唐山市德龙钢铁有限公司,British-Asia Pan Ruogen International Limited 100%,"Delong Steel Co., Ltd. 100%",private,Hebei,China,Eastern Asia,operating,2400,2400,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Delong_Iron_%26_Steel_Co.,_Ltd._plant",39.19256,118.899533
"Chengde Jianlong Special Steel Co., Ltd.",承德建龙特殊钢有限公司,"Beijing Jianlong Investment Co., Ltd. 69.89%, Fosun International Co., Ltd. 25.7%, Beijing Shanshui Yongming Investment Co., Ltd. 4.41%","Tangshan Jianlong Steel Special Steel Co., Ltd. 100%",private,Hebei,China,Eastern Asia,operating,2185,1454,integrated_BF,"BF, BOF","https://www.gem.wiki/Chengde_Jianlong_Special_Steel_Co.,_Ltd._plant",40.515035,117.596071
"Tangshan Jianlong Special Steel Co., Ltd.",唐山建龙特殊钢有限公司,"Beijing Jianlong Investment Co., Ltd. 69.89%, Fosun International Co., Ltd. 25.7%, Beijing Shanshui Yongming Investment Co., Ltd. 4.41%","Tianjin Jianlong Iron & Steel Industrial Co., Ltd. 100%",private,Hebei,China,Eastern Asia,closed,2000,2000,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Jianlong_Special_Steel_Co.,_Ltd._plant",40.167686,117.964004
"Cangzhou China Railway Equipment Manufacture Material Co., Ltd.",沧州中铁装备制造材料有限公司,"Xinhua United Metallurgical Holding Group Co., Ltd. 26.01%, Shuangyao Investment Co., Ltd. 24.99%, China Railway Materials Group Holdings Co., Ltd. 49%","Hebei Zongheng Iron and Steel Group Co., Ltd. 51%, China Railway Materials Group Holdings Co., Ltd. 49%",private,Hebei,China,Eastern Asia,operating,7500,7500,integrated_BF,"BF, BOF","https://www.gem.wiki/Cangzhou_China_Railway_Equipment_Manufacture_Material_Co.,_Ltd._plant",38.289221,117.814367
"Tangshan Stainless Steel Co., Ltd.",唐山不锈钢有限责任公司,"Hesteel Group Company Limited 63.23%, China Minmetals Group Co., Ltd. 13.16%, China Baowu Iron and Steel Group Co., Ltd. 4.67%, Jinghua Ri Steel Pipe Industry Limited company 4.33%, other shareholders 14.61%","Tangshan Iron and Steel Group Co., Ltd. 68.89%, China 22nd Metallurgical Group Co., Ltd. 23.89%, Hengshui Jinghua Pipe Manufacturing Co., Ltd. 4.33%, Luo Yifeng (individual) 1.44%, Kailuan (Group) Co., Ltd. 1.44%",mixture,Hebei,China,Eastern Asia,operating,3000,2800,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Stainless_Steel_Co.,_Ltd._plant",39.730795,118.467608
"Tangshan Medium Thick Plate Co., Ltd.",唐山中厚板材有限公司,"Hesteel Group Company Limited 30.62%, Cambodia Rongfeng Investment Co., Ltd. 25.12%, Hebei Wenfeng Industrial Group Co., Ltd. 23.88%, other shareholders 20.38%","Hebei Iron & Steel Co., Ltd. 51%, Cambodia Rongfeng Investment Co., Ltd. 25.12%, Hebei Wenfeng Industrial Group Co., Ltd. 23.88%",mixture,Hebei,China,Eastern Asia,operating,4000,2751.44,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Medium_Thick_Plate_Co.,_Ltd._steel_plant",39.268452,119.024819
"Tangshan Fengnan District Jing'an Iron and Steel Co., Ltd.",唐山市丰南区经安钢铁有限公司,"Tangshan Fengnan District Jing'an Iron and Steel Co., Ltd. 100%: Bi Shengyou 70%, Wang Chunhua 30%","Tangshan Fengnan District Jing'an Iron and Steel Co., Ltd. 100%: Bi Shengyou 70%, Wang Chunhua 30%",private,Hebei,China,Eastern Asia,operating,1700,2600.76,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Fengnan_District_Jing%27an_Iron_and_Steel_Co.,_Ltd._plant",39.600956,118.358726
"Zhongpu (Handan) Iron and Steel Co., Ltd.",中普（邯郸）钢铁有限公司,"Longxiang Group (Hong Kong) Co., Ltd. 66.85%, Wu'an Xipeng Metallurgical Materials Economic and Trade Co., Ltd. 33.15%","Hebei Puyang Iron and Steel Co., Ltd. 51%, Longxiang Group (Hong Kong) Co., Ltd. 49%",private,Hebei,China,Eastern Asia,operating,3000,3000,integrated_BF,"BF, BOF","https://www.gem.wiki/Zhongpu_(Handan)_Iron_and_Steel_Co.,_Ltd._plant",36.734349,113.926548
"Hebei Xinwu'an Iron and Steel Group Xinhui Metallurgy Co., Ltd.",河北新武安钢铁集团鑫汇冶金有限公司,"Chen Wenke (individual) 80%, Chen Suike (individual) 10%, Wu'an State-owned Assets Management Co., Ltd. 1.75%, Han Ping'an (individual) 4.39%, other shareholders 3.86%","Chen Wenke (individual) 80%, Chen Suike (individual) 10%, Hebei Xinwuan Iron and Steel Group Co., Ltd. 5.61%, Han Ping'an (individual) 4.39%",mixture,Hebei,China,Eastern Asia,operating,2000,1500,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Xin_Wu%27an_Steel_Group_Xinhui_Metallurgy_Co.,_Ltd._plant",36.664097,114.115263
"Hebei Yongyang Special Steel Group Co., Ltd.",河北永洋特钢集团有限公司,"Handan Yongnian District Shengda Iron and Steel Co., Ltd. 100%","Handan Yongnian District Shengda Iron and Steel Co., Ltd. 100%",private,Hebei,China,Eastern Asia,operating,3200,1160,integrated_BF,"BF, EAF","https://www.gem.wiki/Hebei_Yongyang_Special_Steel_Group_Co.,_Ltd._plant",36.732062,114.512659
"Jinding Heavy Industry Co., Ltd.",金鼎重工有限公司,Fangtongzhou Holdings Limited 100%,"Jinding Iron and Steel Group Co., Ltd. 100%",private,Hebei,China,Eastern Asia,operating,3000,3000,integrated_BF,"BF, BOF","https://www.gem.wiki/Jinding_Heavy_Industry_Co.,_Ltd._steel_plant",36.718952,114.111677
"Hebei Xin Wu'an Steel Group Wen'an Iron and Steel Co., Ltd.",河北新武安钢铁集团文安钢铁有限公司,"Wang Wenan (individual) 73.77%, Bai Hongxia (individual) 23%, Wu'an State-owned Assets Management Co., Ltd. 1.01%, other shareholders 2.2194%","Wang Wenan (individual) 73.77%, Bai Hongxia (individual) 23%, Hebei Xin Wu'an Iron and Steel Co., Ltd. 3.23%",mixture,Hebei,China,Eastern Asia,operating,2200,3400,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Xin_Wu%27an_Steel_Group_Wen%27an_Iron_and_Steel_Co.,_Ltd._plant",36.679431,114.169024
"Wu'an Mingfang Iron and Steel Co., Ltd.",武安市明芳钢铁有限公司,"Wu'an Mingfang Iron and Steel Co., Ltd. 100%: Yao Mingfang 51%, Du Chenyu 49%","Wu'an Mingfang Iron and Steel Co., Ltd. 100%: Yao Mingfang 51%, Du Chenyu 49%",private,Hebei,China,Eastern Asia,operating,3000,3300,integrated_BF,"BF, BOF","https://www.gem.wiki/Wu%27an_Mingfang_Iron_and_Steel_Co.,_Ltd._plant",36.710754,114.207855
"Hebei Baoxin Iron and Steel Group Co., Ltd.",河北宝信钢铁集团有限公司,"Hebei Baoxin Iron and Steel Group Co., Ltd. 100%: Li Yuguo 35%, Zhou Xin 35%, Zhang Guosen 30%","Hebei Baoxin Iron and Steel Group Co., Ltd. 100%: Li Yuguo 35%, Zhou Xin 35%, Zhang Guosen 30%",private,Hebei,China,Eastern Asia,operating,1150,1040,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Baoxin_Iron_and_Steel_Group_Co.,_Ltd._plant",36.555205,114.108273
"Hebei Xin Wu'an Steel Group Hongrong Iron and Steel Co., Ltd.",河北新武安钢铁集团烘熔钢铁有限公司,"Wu'an State-owned Assets Management Co., Ltd. 15.88%, Hebei Province Wu'an City Yuanbaoshan Industrial Group Co., Ltd. 18.14%, other individual shareholders 65.98%","Hebei Xin Wu'an Steel Group Co., Ltd. 50.95%, Hebei Province Wu'an City Yuanbaoshan Industrial Group Co., Ltd. 18.14%, other individual shareholders 30.91%",mixture,Hebei,China,Eastern Asia,operating,2250,1730,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Xin_Wu%27an_Steel_Group_Hongrong_Iron_and_Steel_Co.,_Ltd._plant",36.640411,113.981172
"Hebei Xinjin Iron and Steel Co., Ltd.",河北新金钢铁有限公司,"Gangfu (China) Co., Ltd. 77.97%, Hebei Xinjin Mining Co., Ltd. 5.31%, Wu'an State-owned Assets Management Co., Ltd. 1.23%, other individual shareholders 15.49%","Xinjin Holding Group Co., Ltd. 70%, Wu'an Hongji Investment Co., Ltd. 26.04%, Hebei Xin Wu'an Iron and Steel Group Co., Ltd. 3.96%",private,Hebei,China,Eastern Asia,operating,3220,2011.24,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Xinjin_Iron_and_Steel_Co.,_Ltd._plant",36.715632,114.208992
"Hebei Xinghua Iron and Steel Co., Ltd.",河北兴华钢铁有限公司,"Hebei Xinghua Iron and Steel Co., Ltd. 100%: Chen Maochun 51%, Wang Shuhua 49%","Hebei Xinghua Iron and Steel Co., Ltd. 100%: Chen Maochun 51%, Wang Shuhua 49%",private,Hebei,China,Eastern Asia,operating,2000,2000,integrated_BF,"BF, BOF","https://www.gem.wiki/Hebei_Xinghua_Iron_and_Steel_Co.,_Ltd._plant",36.744936,114.111602
"Tangshan Xinbaotai Iron and Steel Co., Ltd.",唐山新宝泰钢铁有限公司,"Tangshan Youmeng Trading Co., Ltd 50%, Beijing Jianlong Investment Co., Ltd. 29.18%, Beijing Shanshui Yongming Investment Co., Ltd. 1.86%, Shanghai Fosun Industrial Technology Development Co., Ltd. 12.85%, Shanghai Junneng Industry Limited Company 6.11%","Tangshan Youmeng Trading Co., Ltd. 50%, Zunhua Jianlong Energy Saving and Environmental Protection Machinery Co., Ltd. 40%, Tianjin Jianlong Iron and Steel Industry Co., Ltd. 10%",private,Hebei,China,Eastern Asia,operating,3000,1379.64,integrated_BF,"BF, BOF","https://www.gem.wiki/Tangshan_Xinbaotai_Iron_and_Steel_Co.,_Ltd._plant",39.861425,118.03667
