project,status,owner,operator,output,size,coal_type,coal_grade,type,workforce,country,region,url,lat,lng
Shanghe Coal Mine,proposed,"Yangquan Coal Industry Group (30%), Jiangsu Shagang Herun Energy Investment Company (25%), Others (45%)",Yangquan Coal Industry Group Yicheng Shanghe Coal Industry Company,0.8,,Bituminous,,underground,75,China,East Asia,https://www.gem.wiki/Shanghe_coal_mine,35.566156,111.950327
Shangwan Coal Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Shenhua Energy Company,16,732,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Shangwan_Coal_Mine,39.217545,110.007346
Shangyuquan Coal Mine,operating,"Guangdong Jinma Tourism Group (70%), Shanxi Jinneng Group (30%)",Shanxi Luneng Hequ Electricity & Coal Development Company,5,585,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Shangyuquan_Coal_Mine,39.256901,111.22119
Shanshan No.2 Coal mine,proposed,"Wang Xiaoyong (99%), Wang Zhibao (1%)",Shanshan County Taijin Mining Investment Company,1.2,,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shanshan_No.2_coal_mine,43.000206,90.654709
Shanxi Dongda Coal Mine,proposed,Jinneng Group,Shanxi Coal Transportation and Sale Group Dongda Energy Company,5,422,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shanxi_Dongda_Coal_Mine,35.726066,112.424415
Shanxi Jinyuan Coal Mine,proposed,"Meijin Energy Group (51%), Shandong Energy (38%), China Cinda Asset Management Company (10%), Others (1%)",Shanxi Linxian Jinyuan Coal Company,6,256,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shanxi_Jinyuan_mine,37.677145,110.849801
Shanxi Lu'an Gucheng Coal Mine,operating,Lu'an Group,Shanxi Lu'an Mining Group,8,742,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shanxi_Lu'an_Gucheng_mine,36.25626,112.918649
Shanxin Village Surface Coal Mine,operating,Jinshiqi International Holdings Company,Yunnan Guoneng Coal Power Company,5,95,Subbituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Shanxin_Village_Surface_Mine,24.221251,103.41029
Shanyang Coal Mine,proposed,"Shaanxi Coal and Chemical Industry Group (65%), Datong Coal Mining Group (10%), State Power Investment Corporation (3%), Others (22%)",Shaanxi Chenghe Shanyang Coal Mining Company,3,275,Bituminous,met,underground,,China,East Asia,https://www.gem.wiki/Shanyang_Coal_Mine,35.248411,110.059135
Shaozhai Coal Mine,proposed,Shandong Energy,Huaneng Lingtai Shaozhai Coal Industry Company,1.2,93,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shaozhai_Coal_Mine,35.001558,107.828481
Shaqu No.1 Coal Mine,operating,"China Coal (28%), Shanxi Coking Coal Group (51%), Others (21%)",Huajin Coking Coal Company,5,568,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shaqu_No.1_Mine,37.411799,110.861439
Shengli East No.2 Coal Mine,operating,China Datang,Datang International Power Generation Company,10,3822,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Shengli_East_No.2_open-pit_mine,44.06697,116.22348
Shengli East No.2 Coal Mine,proposed,China Datang,Inner Mongolia Datang International Xilinhaote Mining Company,20,3822,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Shengli_East_No.2_open-pit_mine,44.06697,116.22348
Shengli East No.2 Coal Mine,proposed,China Datang,Inner Mongolia Datang International Xilinhaote Mining Company,30,3822,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Shengli_East_No.2_open-pit_mine,44.06697,116.22348
Shengli No.1 Open-Pit Coal Mine,proposed,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",Shenhua Beidian Shengli Energy,8,1342,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Shengli_No.1_open-pit_mine,44.002945,116.00678
Shengli No.1 Open-Pit Coal Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",Shenhua Beidian Shengli Energy,20,1342,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Shengli_No.1_open-pit_mine,44.002945,116.00678
Shengli West No.2 Coal Mine,proposed,Xilinhot City Economic and Information Bureau,Xilinhot Coal Mine of Xilin Gol League,10,403,Lignite,thermal,surface,750,China,East Asia,https://www.gem.wiki/Shengli_West_No.2_open-pit_mine,43.954677,115.91126
Shenhua Baorixile Surface Coal Mine,operating,"National Energy Investment Group (39%), Guangda Holding Company (17%), China National Petroleum Corporation (9%), Changchun Jijun Trade Company (2%), Others (33%)",Shenhua Baorixile Energy,35,1303,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Shenhua_Baorixile_Surface_Mine,49.391925,119.746017
Shenhua Bulianta Coal Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",Shenhua Energy Holding Company,28,1224,Subbituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Shenhua_Bulianta_Coal_Mine,39.354814,110.168084
Shenhua Heidaigou Surface Coal Mine,operating,"National Energy Investment Group (40%), China Cinda Asset Management Company (42%), Others (18%)",Shenhua Junggar Energy,34,1498,Subbituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Shenhua_Heidaigou_Surface_Mine,39.73721,111.252949
Shicaocun Coal Mine,operating,"National Energy Investment Group (51%), Ningxia State-Owned Assets Company (49%)",Shenhua Ningxia Coal Group,6,597,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shicaocun_mine,37.943405,106.696881
Shigetai Coal Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Shenhua Energy,12,657,Subbituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Shigetai_Coal_Mine,39.412064,110.13213
Shilawusu Coal Mine,proposed,"Yankuang Group (77%), Shanghai Huayi Group (19%), Jiutai Energy (2%), Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City (1%), Others (1%)",Inner Mongolia Haosheng Coal Industry Company,10,1591.4,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shilawusu_mine,39.018006,109.621986
Shitoumei No.1 Coal Mine,proposed,State-Owned Assets Supervision and Administration Commission of Xinjiang Uygur Autonomous Region,Xinjiang Energy Group,5,990,Bituminous,thermal,surface,515,China,East Asia,https://www.gem.wiki/Shitoumei_No.1_open_pit_coal_mine,44.271559,93.057426
Shuangshan Coal Mine,proposed,Shaanxi Tenghui Mining Company,,1.2,88,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shuangshan_Coal_Mine,38.450227,109.954879
Sihe Coal Mine,operating,"Shanxi State-Owned Capital Investment and Operation Company (63%), China Development Bank (20%), China Cinda Asset Management Company (17%)",Shanxi Jincheng Anthracite Mining Group,9,383,Anthracite,,underground,,China,East Asia,https://www.gem.wiki/East_Well_of_Sihe_Coal_Mine,35.596726,112.522648
Sijiazhuang Coal Mine,operating,Yangquan Coal Industry Group,Yangquan Coal Industry Group,5,594,Anthracite,,underground,,China,East Asia,https://www.gem.wiki/Sijiazhuang_Coal_Mine,37.585557,113.621388
Sitai Coal Mine,operating,"Shanxi State-Owned Capital Investment and Operation Company (65%), China Cinda Asset Management Company (30%), Jinneng Group (2%), Others (3%)",Datong Coal Mining Group,5,155,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Sitai_Coal_Mine,40.094906,112.968816
Songxinzhuang Coal Mine,proposed,Sinopec Group,Sinopec Great Wall Energy Chemical (Ningxia) Company,1.2,98,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Songxinzhuang_Coal_Mine,37.491702,106.797794
Suancigou Coal Mine,operating,"Inner Mongolia Yitai Group Company (25%), Guangdong Hengjian Investment Holdings Company (15%), China Huaneng (5%), Beijing Energy (10%), Others (45%)",Inner Mongolia Yitai Jingyue Suancigou Mining Company,18,851,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Suancigou_coal_mine,39.705785,111.205624
Sunjiacha Coal Mine,operating,Shaanxi Coal and Chemical Industry Group,Sunjiacha Longhua Mining Company,8,386,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Sunjiacha_Coal_Mine,39.134249,110.347317
Talahao Coal Mine,operating,Yitai Group,Inner Mongolia Yitai Coal Company,6,532,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Talahao_mine,39.79013,110.156685
Talike District No. 2 Coal Mine,proposed,Bazhou Dongchen Industry and Trade Company,,1.2,465,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Talike_District_No._2_Mine,41.979907,84.378789
Tangjiahui Coal Mine,operating,"Huaihe Energy (62%), China Cinda Asset Management Company (6%), National Energy Investment Group (1%), Hawaii Motor (30%), Others (1%)",Erdos Huaxing Energy,9,378,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Tangjiahui_Coal_Mine,39.947429,111.220258
Taohe Coal Mine,proposed,Shandong First Geological and Mineral Exploration Institute,Hoboksar Mongol Autonomous County Huadi Mining Company,1.2,579,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Taohe_coal_mine,46.798152,85.710006
Taran Gaole Coal Mine,proposed,National Energy Investment Group ,Shenhua Group,10,1200,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Taran_Gaole_coal_mine,39.996232,109.205991
Tashan Coal Mine,operating,"Datong Coal Mining Group (41%), China Datang (9%), HKSCC Nominees Limited (9%), Others (41%)",Datong Datang Tashan Coal Mining Company,15,3375,Bituminous,thermal_and_met,underground,,China,East Asia,https://www.gem.wiki/Tashan_Coal_Mine,39.924229,113.070254
Tianshuibu No.2 Coal Mine,proposed,China Huadian,Gansu Wansheng Mining Company,2.4,203.73,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Tianshuibu_No.2_Coal_Mine,37.089484,106.785417
Tianye Coal Mine,proposed,State-Owned Assets Supervision and Administration Commission of the Eighth Division of Xinjiang Production and Construction Corporation,Xinjiang Tianmeng Huize Coal Development Company,2.4,,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Tianye_coal_mine,43.924993,86.432538
Tiaohu No.3 Coal Mine,proposed,"Changchun Jiaye Investment Company (60%), Shi Zhonglin (40%)",Barkun County Xinyuan Coal Company,1.2,,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Tiaohu_No.3_coal_mine,44.333899,93.274989
Tingnan Coal Mine,operating,Shandong Energy Group,Shaanxi Changwu Tingnan Coal Industry Company,5,204,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Tingnan_Coal_Mine,35.096062,107.943871
Tongxin Coal Mine,operating,"Shanxi State-Owned Capital Investment and Operation Company (65%), China Cinda Asset Management Company (30%), Jinneng Group Company (2%), Others (3%)",Tongmei Guodian Tongxin Coal Mine,10,588,Bituminous,thermal_and_met,underground,,China,East Asia,https://www.gem.wiki/Tongxin_Coal_Mine,40.013182,113.103349
Ulan Mulun Coal Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Shenhua Energy,5.1,203,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Ulan_Mulun_Coal_Mine,39.289093,110.183478
Wangfeng Coal Mine,proposed,Shaanxi Coal and Chemical Industry Group,Shaanxi Shanmei Hancheng Mining Industry Company,3,296,Bituminous,,underground,1215,China,East Asia,https://www.gem.wiki/Wang_Feng_coal_mine,35.687856,110.555544
Wangjialing Coal Mine,operating,"China Coal (29%), HKSCC Nominees Limited (15%), Shanxi Coking Coal Group (25%), Others (31%)",Shanxi Zhongmei Huajin Energy,6,1021,Bituminous,met,underground,,China,East Asia,https://www.gem.wiki/Wangjialing_Coal_Mine,35.702102,110.686347
Wangjiata Coal Mine,operating,"Xin’ao Holding Investment Company (31%), Hongchuang (Shenzhen) Investment Center (10%), Langfang Heyuan Investment Center (8%), Hebei Weiyuan Group (7%), Others (44%)",Xin Neng Ming Company,8,661,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Wangjiata_coal_mine,39.676306,110.001415
Wangwa Coal Mine ,proposed,"Aluminum Corporation of China (23%), Ningxia Huimin Investment and Financing Company (17%), Beijing Energy (5%), Ningxia Power Investment Group (5%), Others (50%)",Ningxia Wangwa Coal Industry Company,4.8,439,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Wangwa_Coal_Mine,36.163732,106.616037
Wanli No.1 Coal Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Shenhua Energy,10,520,Subbituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Wanli_No.1_Coal_Mine,39.977906,109.882281
Weijiamao Open Pit Mine,operating,"China Huaneng (42%), Guangdong Hengjian Investment Holding Company, (8%) National Energy Investment Group (3%), China Securities Finance Corporation (3%), Others (44%)",North Weijiamao Coal Power Company,6,691,Bituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Weijiamao_Surface_Mine,39.534982,111.29515
Weizigou Coal Mine,proposed,"China Coal (49%), Xinjiang Hongxin Construction Group (20%), Others (31%)",China Coal Energy Xinjiang Hongxin Coal Industry Company,2.4,235,Bituminous,thermal,underground,50,China,East Asia,https://www.gem.wiki/Weizigou_coal_mine_(phase_I),43.963239,86.810238
Wenjiazhuang Coal Mine,proposed,"Yang Quan Coal Industry Group (32%), Jinneng Group (21%), Shanxi Boda Group (9%), Shanxi Provincial Coal Industry Agency Service Center (7%), Beijing Sunshine Ruita Investment Consulting Company (4%), Others (27%)",Shanxi Pingshu Coal Industry Company,4.1,514,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Wenjiazhuang_Coal_Mine,37.976647,113.182795
West No. 1 Coal Mine,proposed,China Resources Holdings,China Resources Power (Xilinguole) Coal Industry Company,8,833,Lignite,thermal,underground,50,China,East Asia,https://www.gem.wiki/West_No._1_coal_mine,44.654941,116.702955
West Well of Faer Second Coal Mine,proposed,"Guizhou Panjiang Coal and Electricity Group (58%), Yankuang Group (12%), Guizhou Coalfield Geology Bureau (10%), Others (20%)",Guizhou Panjiang Hengpu Coal Industry Company,2.4,377,Bituminous,thermal_and_met,underground,150,China,East Asia,https://www.gem.wiki/West_Well_of_Faer_Second_Mine,26.31898,104.753785
Wucaiwan No.1 Coal Mine,proposed,"Beijing Guotai Xinhua Industrial Company (19%), Xinjiang Changyuan Water Group (14%), Xinjiang Xinhua Hydropower Investment Company (14%), Xinjiang Energy Group (5%), Others (42%)",Xinjiang Guotai Xinhua Wucaiwan Mining Industry Company,6,1366.9,Bituminous,thermal,underground,50,China,East Asia,https://www.gem.wiki/Wucaiwan_No.1_coal_mine,44.777239,89.098488
Wucaiwan No.1 Surface Mine,operating,"Zhejiang Xinhu Group Holding Company (34%), Zhejiang Shenglong Industrial Company (6%), Yichang Caiyuan Investment and Management Company (41%), Yichang Xinfa Industry Investment Company (10%), Hubei Yihua Chemical Company (7%), Xinjiang Energy Group (2%)",Xinjiang Yihua Mining,7,765,Subbituminous,thermal,surface,150,China,East Asia,https://www.gem.wiki/Wucaiwan_No.1_open-pit_mine,44.933507,89.184722
Wudong Coal Mine,operating,National Energy Investment Group,Shenhua Xinjiang Energy Company,6,661,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Wudong_Coal_Mine,43.929294,87.745344
Wujiamao Coal Mine,proposed,"Shanxi Antai Group Company (29%), Shanxi Coking Coal Group (30%), China Cinda Asset Management Company (18%), China Huarong Asset Management Company (1%), China Construction Bank (1%), Shanxi Qinxin Energy Group (20%), Others (1%)",Shanxi Fenxi Zhongtai Coal Industry Company,3,164,Bituminous,met,underground,,China,East Asia,https://www.gem.wiki/Wujiamao_Coal_Mine,37.274679,111.074265
Wuju Coal Mine,proposed,"Shandong Energy Group (60%), Jiuquan Iron and Steel Group (24%), Jiangsu Yueda Group (14%), Others (2%)",Pingliang Wuju Coal Industry Company,2.4,157,Bituminous,,underground,75,China,East Asia,https://www.gem.wiki/Wuju_coal_mine,35.064014,107.058502
Wukuang Guishigou Coal Mine,operating,Yangquan Coal Industry Group,Yangquan Coal Industry Group,7.7,303,Anthracite,,underground,,China,East Asia,https://www.gem.wiki/Guishigou_Well_of_Yangquan_No._5_Coal_Mine,37.780264,113.598505
Xiadian Coal Mine,proposed,"Assets Supervision and Administration Commission of Henan Provincial People's Government (65%), Baoshan Iron and Steel Company, (12%) China Huarong Asset Management Company (5%), Others (18%)",China Pingmei Shenma Group,1.5,,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Xiadian_Coal_Mine,34.25723,112.726356
Xiaobaodang No.1 Coal Mine,operating,"Shaanxi Investment Group (40%), Shaanxi Coal and Chemical Industry Group (38%), Others (22%)",Shaanxi Xiaobaodang Mining Company,15,1550.2,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Xiaobaodang_No.1_mine,38.756195,109.893889
Xiaobaodang No.2 Coal Mine,proposed,"Shaanxi Investment Group (40%), Shaanxi Coal and Chemical Industry Group (38%), Others (22%)",Shaanxi Xiaobaodang Mining Company,13,792,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Xiaobaodang_No.2_mine,38.756195,109.893889
Xiaojiawa Coal Mine,operating,"China Huadian (51%), Shanxi Tangrong Investment Company (24.5%), Shanxi Dubao New Energy Group (24.5%)",Shanxi Jinxing Energy Company,8,725,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Xiaojiawa_mine,38.394821,111.143913
Xiaojihan Coal Mine,operating,"China Huadian (79%), Yuling Mining Group (16%), Yulin Yuyang District Energy Investment Company (5%)",Shaanxi Huadian Yuheng Coal & Electricity Company,10,1893.5,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Xiaojihan_mine,38.4378,109.5059
